density,conductivity,solvent1,solvent2,solvent3,solvent4,solvent5,solvent6,solvent7,solvent8,additive1,additive2,additive3,additive4,additive5,additive6,additive7,additive8,additive9,additive10,additive11,additive12,additive13,additive14,additive15,additive16,additive17,additive18,additive19,additive20,additive21,additive22,additive23,additive24,additive25,additive26,additive27,LiPF6,additive28,additive29,additive30,additive31,additive32,additive33,additive34,additive35,additive36
1.1047,4.08,0,0,0,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
1.1582,7.06,0,0,0,74.37,0,0,0,0,0,0,0,0,0,13.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
1.1076,4.49,0,0,0,86.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16,0,0,0,7.5,0,0,0,0,0,0,0,0,0
1.162,7.9,17.5,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
1.1982,8.69,15.5,0,0,62,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
1.2313,8.97,29.42,0,7.21,40.85,0,0,0,4.42,0,0.96,0.96,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76,0,0,0,0,0,0,0.5,0,0
1.2312,8.9,29.42,0,7.21,40.35,0,0,0,4.42,0,0.96,0.96,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76,0,0,0,0,0,0,1,0,0
1.2304,8.73,29.42,0,7.21,39.35,0,0,0,4.42,0,0.96,0.96,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.76,0,0,0,0,0,0,2,0,0
1.2258,9.41,30,0,0,50,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0.5,0,0,0,0,0,0
1.2273,9.38,30,0,0,50,0,0,0,4.5,0,0,0,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0.5,0,0,0,0,0,0,0,0
1.1995,7.85,24.77,0,16.51,41.29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,13.13,0,0,1,0,0,0,0,0.5,0
1.2443,7.41,15,0,15,34,0,0,0,7,0,0,2,0,0,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,15,0.5,0,0,0,0,0,0,0,0
1.2318,8.06,28.1,0,13.8,35.8,0,0,0,0,0,0,0,0.5,0,7,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1,0,0,11.3,0,0,0,0,0,0,0,0,0
1.2074,7.95,22.75,0,13.35,17.32,18.2,0,0,0,0,0,1,1.5,0,10,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,14.38,0,0,0,0,0,0,0,0,0
1.243,7.41,30.68,0,22.63,23.44,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0
1.228,8.43,29.32,0,22.43,28.87,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.38,0,0,0,0,0,0,0,0,0
1.2705,10.4,32.51,26.36,0,24.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,0,0,0,0,0,0,0,0,0
1.2529,9.12,27,14.5,0,39.2,0,0,0,0,0,0,0.8,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,16.5,0,0,0,0,0,0,0,0,0
1.1112,6.18,16.5,0,16.5,0,20.625,0,0,16.5,12.375,0,0.5,0,0,2,0,0,0,0,0.5,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0
1.1195,6.16,16.5,0,16.5,0,16.5,0,0,16.5,16.5,0,0.5,0,0,2,0,0,0,0,0.5,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0
1.1951,8.2,24.84,0,16.56,41.4,0,0,0,0,0,0,1,0.2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,12.5,0.3,0,2,0,0,0,0.5,0,0
1.2022,8.96,25.575,0,0,59.675,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,0,0,0,0,0,0,0
1.2026,9.1,25.425,0,0,59.325,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,0,0,0,0,0,0,0
1.205,9.02,25.275,0,0,58.975,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,0,0,0,0,0,0,0
1.205,8.94,25.125,0,0,58.625,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,0,0,0,0,0.5,0,0
1.2081,8.91,24.825,0,0,57.925,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,1,0,0,0,0.5,0,0
1.2045,8.8,25.035,0,0,58.415,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0.3,0,0,0,0,0.5,0,0
1.206,8.64,25.035,0,0,58.415,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,13.75,0,0,0,0,0,0,0.5,0,0
1.2038,8.86,25.035,0,0,58.415,0,0,0,0,0,0,1,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.75,0,0,0,0,0,0,0.5,0,0.3
1.1121,5.33,29.1,0,22.8,0,14,0,0,9.6,0,0,3,0.5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
1.2231,8.6,24.24,0,0,56.56,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,15,0.3,0,2,0,0,0,0.5,0,0
1.1879,8.5,16.66,0,0,62.475,0,0,0,4.165,0,0,1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0.5,0,0
1.2034,8.86,25.29,0,0,59.01,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0.5,0,0
1.2138,8.54,24.42,0,0,56.98,0,0,0,0,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,14,0,0,2,0,0,0,0.5,0,0
1.2316,7.5,30.48,0,30.48,15.24,0,0,0,5,0,0,1,0.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,1,0,0,12.5,0.3,0,0,0,0,0,0,0,0
1.2301,7.54,30.28,0,30.28,15.14,0,0,0,5,0,0,0.5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,1,0,0,12.5,0.3,0,0,0,0.5,0,0,0,0
1.2065,8,30.28,0,15.14,15.14,15.14,0,0,5,0,0,0.5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,1,0,0,12.5,0.3,0,0,0,0.5,0,0,0,0
1.206,8.96,30.28,0,15.14,15.14,0,15.14,0,5,0,0,0.5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,1,0,0,12.5,0.3,0,0,0,0.5,0,0,0,0
1.1799,7.05,15.14,0,30.28,30.28,0,0,0,5,0,0,0.5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,1,0,0,12.5,0.3,0,0,0,0.5,0,0,0,0
1.1912,7.19,14.54,0,29.08,29.08,0,0,0,5,0,0,0.5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.3,1,0,0,12.5,0.3,0,0,0,0.5,0,0,0,0
1.2035,7.75,25.05,0,16.7,41.75,0,0,0,0,0,0,0.2,0.8,0,0,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0
1.2405,10.2,25,19,0,33,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.5,0,0.5,0,0,0,0,0,0
1.2253,12.51,15,56.5,0,0,0,0,9.5,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,0,0,0,0,0,0
1.2185,12.15,15,56.5,0,0,0,0,10,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,14.5,0,0,0,0,0,0,0,0,0
1.2154,8.92,22,0,0,56.5,0,0,0,4,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,1.5,0,0,0,0,0,0
1.2026,8.13,20,0,6,52.9,0,0,0,4.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.8,0,0,13,0.3,0,0,0,0,0,0,0,0
1.2297,8.27,27,0,8,46.9,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6,0,0,15,0,0,1,0,0,0,0,0,0
1.1722,7.93,14,0,0,0,20,20.5,0,14,0,0,4,0,0,7,0,0,0,0,2,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0.5,0,0,0,0,0,0,0,0
1.2719,11.32,18.06,51.21,0,6.97,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0
1.2426,10.43,9,52.5,0,7.5,0,0,0,6,0,0,3,0,0,5,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0
1.2439,10.31,9,52.5,0,7.5,0,0,0,6,0,0,3,0,0,5,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0
1.2391,9.91,9,45,0,15,0,0,0,6,0,0,3,0,0,5,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0,0,0,0,0,0,0,0,0
1.2121,8.45,24.3,0,16.2,40.5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1.199,9.01,25.95,0,0,60.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0
1.1661,7.52,23,0,23.5,10,20,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0
1.1664,7.56,23,0,22.7,10,20,0,0,0,0,0,3,0.3,0,5,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0
1.1912,8.77,26,0,8,51.2,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,0
1.1953,7.84,25,0,25,33.2,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,13.5,0,0,0,0,0,0,0,0,0
1.2031,7.87,25,0,25,32.2,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,13.5,0,0,0,0,0,0,0,0,0
1.2209,11.03,17.6,23,0,9.2,0,11,11,5,0,0,3,0.4,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.6,0,0,17.5,0,0,0,0,0,0,0,0,0
1.2126,10.13,17.6,20,0,9.2,0,24.5,0,5,0,0,3.5,0.4,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.6,0,0,17.5,0,0,0,0,0,0,0,0,0
1.1687,7.35,14,0,0,0,31.5,9,0,14,0,0,4,0,0,7,0,0,0,0,2,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0.5,0,0,0,0,0,0,0,0
1.1762,7.29,14,0,0,0,30.5,9,0,14,0,0,4,0,0,8,0,0,0,0,2,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,15,0.5,0,0,0,0,0,0,0,0
1.2103,9.65,20.21,32.51,0,30.78,0,0,0,0,5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,12.5,0,0,1,0,0,0,0,0,0
1.2125,8.36,24.69,0,8.32,49.38,0,0,0,0,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.3,0,0,13.8,0,0.3,2,0,0,0,0,0,0
1.1923,8.22,25.32,0,16.88,42.2,0,0,0,0,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0,0,12.5,0.3,0,1,0,0,0,0.3,0,0
1.1787,9.38,18,63.2,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0
1.1974,10.6,17.5,61.25,0,8.75,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1.2264,9.06,32,0,10,40.5,0,0,0,0,0,0,2,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
1.2186,8.37,24.66,0,0,57.54,0,0,0,0,0,0,1,0.4,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.9,0,0,13.5,0.3,0,0,0,0,0,0,0,0
1.2176,8.54,24.69,0,0,57.61,0,0,0,0,0,0,1,0.5,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,13.5,0,0,0,0,0,0,0,0,0
1.2053,8.44,26,0,15,38.5,0,0,0,0,0,0,2,1,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1.2027,8.58,28,0,19,36.5,0,0,0,0,0,0,2,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
1.241,9.47,26,15,0,35.9,0,0,0,4.7,0,0,2,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,13,0,0,0,0,0,0,0,0,0.3
1.2415,9.5,26,15,0,35.8,0,0,0,4.7,0,0,2,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,13,0,0,0,0,0,0,0,0,0.3
1.2423,9.36,26,15,0,35.7,0,0,0,4.7,0,0,2,1,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,13,0,0,0,0,0,0,0,0,0.3
1.217,7.55,19,0,33.5,19,0,0,0,4,0,0,2,0.5,0,5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,12.5,0.5,0,1,0,0,0,0,0,0
1.1845,8.29,14.604,0,18.255,0,0,21.906,0,14.604,3.651,0,3,0,0,5,0,0,0,0,0.5,0,1,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,14.38,0.5,0,0.5,0,0,0,0,0,0
1.1947,7.75,25.5,0,25,32,0,0,0,0,0,0,3,0.7,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,12.5,0,0,0,0,0,0,0,0,0
1.195,7.75,25,0,25,32,0,0,0,0,0,0,3.5,0.7,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,12.5,0,0,0,0,0,0,0,0,0
1.1616,7.44,20,0,9,0,35.7,0,0,10,0,0,3,0,0,5,0,0,0,0,0,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0.3,0,14.5,0,0,0,0,0,0,0,0,0
1.1848,8.12,19.5,0,8,0,23.5,10,0,10,0,0,4,0,0,7.5,0,0,0,0,0,0,0,1,0,0,1.5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
1.2149,10.58,21,29,0,30,0,0,0,4.5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
1.1948,8.86,27,0,12,46,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0
1.2328,11.21,18,47,0,15,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
1.2236,9.8,20,20,0,35,0,0,0,5,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0
